customer_id,gender,age,city,join_date,estimated_salary,is_active_member,churn
10195,Male,29,Shaki,2018-06-26,127237,0,0
10196,Female,41,Mingachevir,2023-05-06,33648,1,0
10197,Female,51,Lankaran,2023-07-19,116423,1,0
10198,Female,25,Ganja,2015-10-07,137696,0,0
10199,Male,35,Ganja,2020-06-30,62936,0,0
10200,Male,65,Shaki,2021-01-08,60263,1,0
10201,Male,22,Ganja,2019-08-10,68373,1,0
10202,Female,43,Ganja,2019-04-24,72814,0,0
10203,Male,47,Shaki,2016-12-01,85137,1,1
10204,Male,30,Mingachevir,2024-11-17,107340,1,0
10205,Female,36,Sumqayit,2019-11-15,146680,0,0
10206,Male,46,Mingachevir,2022-08-14,116455,1,0
10207,Female,20,Lankaran,2017-10-15,66972,1,0
10208,Female,43,Lankaran,2018-06-07,48147,1,0
10209,Female,57,Ganja,2016-10-26,39295,0,0
10210,Male,29,Lankaran,2023-02-18,26897,1,0
10211,Male,19,Sumqayit,2018-08-04,96812,1,1
10212,Male,28,Ganja,2018-11-19,58253,0,0
10213,Male,61,Lankaran,2021-11-05,25838,1,0
10214,Male,45,Baku,2022-04-21,102693,1,0
10215,Male,35,Baku,2017-11-22,87680,1,0
10216,Male,30,Baku,2020-04-22,99942,0,0
10217,Female,54,Baku,2018-10-18,127488,0,1
10218,Male,39,Mingachevir,2018-02-08,46414,1,0
10219,Female,29,Baku,2018-02-18,58748,0,1
10220,Male,19,Ganja,2020-08-25,81157,0,0
10221,Male,54,Shaki,2017-01-08,132996,0,0
10222,Male,24,Mingachevir,2019-03-27,49483,0,1
10223,Female,43,Shaki,2022-07-25,133183,0,0
10224,Female,43,Ganja,2022-07-24,31513,0,0
10225,Female,41,Ganja,2020-11-15,75549,0,0
10226,Female,29,Sumqayit,2020-12-03,64802,0,0
10227,Male,33,Mingachevir,2023-04-01,146133,0,0
10228,Female,40,Shaki,2019-02-03,46451,1,1
10229,Male,57,Baku,2019-01-02,60909,0,0
10230,Male,26,Ganja,2024-03-06,68091,0,0
10231,Female,49,Baku,2015-12-15,72389,1,1
10232,Female,32,Shaki,2015-08-20,60963,1,0
10233,Female,54,Mingachevir,2020-06-19,74734,1,0
10234,Female,30,Lankaran,2023-09-18,108208,1,1
10235,Female,22,Lankaran,2024-05-16,126660,0,0
10236,Female,28,Ganja,2023-06-11,98167,0,0
10237,Female,27,Sumqayit,2023-04-20,85509,0,1
10238,Female,69,Baku,2024-09-29,120201,1,0
10239,Male,30,Ganja,2019-04-06,148104,0,0
10240,Female,58,Sumqayit,2022-05-10,52291,0,0
10241,Female,63,Baku,2021-05-21,41817,1,0
10242,Male,67,Shaki,2020-05-24,96968,1,0
10243,Female,32,Lankaran,2019-07-15,104487,1,0
10244,Male,59,Sumqayit,2022-05-07,93666,1,0
10245,Male,24,Baku,2020-04-26,149949,1,0
10246,Female,57,Ganja,2016-06-28,140405,0,0
10247,Male,45,Baku,2016-01-27,130003,1,0
10248,Male,49,Ganja,2018-04-08,108672,1,0
10249,Male,52,Lankaran,2020-10-25,22559,0,0
10250,Male,32,Lankaran,2020-06-11,34744,0,0
10251,Female,65,Baku,2015-10-24,51155,0,0
10252,Male,53,Baku,2021-07-05,127834,1,0
10253,Female,38,Ganja,2017-12-22,41021,1,0
10254,Male,23,Ganja,2015-09-27,102532,0,0
10255,Male,18,Sumqayit,2021-03-13,76898,0,0
10256,Male,21,Sumqayit,2023-12-06,98723,1,0
10257,Male,28,Sumqayit,2018-01-03,71036,0,0
10258,Female,61,Baku,2019-09-06,73176,0,1
10259,Female,43,Mingachevir,2016-05-24,121438,0,0
10260,Male,54,Mingachevir,2022-03-11,78399,0,0
10261,Male,40,Mingachevir,2018-01-21,38006,1,0
10262,Female,46,Mingachevir,2017-12-12,101911,1,0
10263,Male,38,Sumqayit,2016-05-10,72434,1,0
10264,Male,65,Baku,2023-03-15,115694,0,1
10265,Male,62,Mingachevir,2015-04-04,137298,1,0
10266,Female,62,Lankaran,2016-09-16,133214,1,1
10267,Female,66,Shaki,2015-08-17,84591,0,0
10268,Female,44,Lankaran,2021-04-16,23069,0,0
10269,Male,56,Baku,2018-11-15,26486,1,0
10270,Male,57,Baku,2016-12-21,103175,0,0
10271,Female,30,Shaki,2017-09-06,85389,0,0
10272,Female,40,Ganja,2021-02-07,55428,1,0
10273,Female,33,Ganja,2015-09-24,48800,1,0
10274,Female,47,Ganja,2017-09-30,111154,1,0
10275,Male,21,Sumqayit,2015-10-08,57220,0,0
10276,Female,57,Ganja,2017-08-19,144322,0,0
10277,Male,33,Sumqayit,2022-06-07,76254,0,0
10278,Female,48,Sumqayit,2018-01-11,31869,0,0
10279,Male,59,Ganja,2018-04-24,24176,0,0
10280,Female,42,Ganja,2024-12-17,56454,0,0
10281,Female,61,Shaki,2022-01-22,112016,1,0
10282,Female,29,Mingachevir,2018-10-03,145593,1,0
10283,Female,43,Shaki,2016-02-27,117036,0,0
10284,Male,54,Sumqayit,2023-04-17,90773,1,0
10285,Female,65,Shaki,2020-06-28,46453,1,0
10286,Male,50,Sumqayit,2016-03-29,76813,1,0
10287,Male,45,Baku,2021-05-03,86326,0,0
10288,Male,26,Sumqayit,2016-05-21,67595,1,1
10289,Male,29,Sumqayit,2018-03-11,132490,1,0
10290,Female,22,Shaki,2015-11-12,61184,0,0
10291,Male,69,Mingachevir,2019-08-27,72186,0,1
10292,Male,45,Baku,2017-02-02,100290,0,1
10293,Male,52,Lankaran,2018-06-09,98603,1,0
10294,Female,22,Lankaran,2024-03-22,147112,1,0
10295,Female,51,Mingachevir,2017-06-16,36609,1,0
10296,Female,63,Lankaran,2017-08-10,113517,0,0
10297,Female,51,Baku,2023-01-01,140036,0,0
10298,Male,30,Ganja,2019-05-15,141154,0,0
10299,Male,56,Baku,2023-02-11,105099,1,0
10300,Female,59,Shaki,2020-08-31,94539,1,0
10301,Male,62,Sumqayit,2016-01-19,47068,1,0
10302,Male,65,Sumqayit,2023-10-03,66996,0,0
10303,Male,31,Shaki,2015-04-13,81446,0,0
10304,Female,28,Shaki,2017-06-18,89759,1,0
10305,Female,59,Sumqayit,2022-08-12,109440,1,0
10306,Male,55,Mingachevir,2015-04-20,56834,1,0
10307,Female,21,Ganja,2024-12-20,40746,0,0
10308,Female,50,Ganja,2024-09-13,116940,1,0
10309,Female,24,Ganja,2023-08-03,41407,0,0
10310,Female,58,Shaki,2019-02-04,106229,1,0
10311,Female,25,Sumqayit,2024-12-20,118550,1,0
10312,Male,54,Mingachevir,2016-10-31,107657,1,0
10313,Female,68,Sumqayit,2023-08-14,136306,1,0
10314,Male,27,Sumqayit,2023-06-18,46403,1,0
10315,Male,60,Mingachevir,2016-01-19,31637,1,0
10316,Female,32,Baku,2020-07-13,28612,1,0
10317,Male,55,Mingachevir,2021-02-15,50410,1,1
10318,Male,32,Baku,2017-01-31,25160,1,0
10319,Male,22,Lankaran,2021-08-04,80108,1,0
10320,Female,46,Baku,2023-01-01,119675,0,0
10321,Female,36,Ganja,2017-06-04,27728,0,1
10322,Male,68,Ganja,2024-08-24,89774,1,0
10323,Female,27,Mingachevir,2020-10-27,112300,1,0
10324,Female,29,Ganja,2022-03-28,137300,0,0
10325,Female,21,Ganja,2023-11-18,83594,0,0
10326,Female,48,Lankaran,2018-05-20,38464,0,0
10327,Male,35,Ganja,2023-01-12,51943,1,1
10328,Male,33,Shaki,2017-10-11,50838,1,0
10329,Female,57,Shaki,2019-01-08,25919,1,1
10330,Female,53,Shaki,2021-01-05,57092,1,0
10331,Male,42,Baku,2015-01-10,27797,0,1
10332,Male,40,Mingachevir,2019-04-15,71887,0,0
10333,Female,29,Mingachevir,2017-03-02,108003,0,0
10334,Male,51,Sumqayit,2020-05-21,109272,0,0
10335,Female,53,Lankaran,2017-12-14,94557,1,0
10336,Female,54,Shaki,2022-12-29,23058,0,0
10337,Male,20,Shaki,2019-07-21,94577,0,0
10338,Male,26,Ganja,2021-02-05,123638,1,0
10339,Female,35,Shaki,2017-01-13,145660,1,0
10340,Female,60,Ganja,2021-08-25,86689,1,0
10341,Male,52,Ganja,2024-07-25,123244,0,0
10342,Female,51,Sumqayit,2016-03-26,132911,0,0
10343,Male,58,Baku,2018-01-21,97557,1,0
10344,Female,31,Ganja,2024-10-31,47258,1,0
10345,Male,21,Ganja,2024-07-16,121383,1,0
10346,Male,46,Mingachevir,2021-09-07,135090,1,0
10347,Male,58,Sumqayit,2023-04-01,39359,0,0
10348,Female,62,Ganja,2018-09-16,111714,1,0
10349,Female,67,Lankaran,2019-09-28,32914,0,0
10350,Male,32,Baku,2021-10-16,27536,1,0
10351,Female,45,Lankaran,2023-03-21,75071,1,0
10352,Male,59,Shaki,2018-04-01,141448,0,0
10353,Male,33,Baku,2023-03-13,53748,1,0
10354,Female,29,Shaki,2023-07-09,59448,1,1
10355,Female,69,Mingachevir,2022-09-14,66132,1,0
10356,Male,22,Ganja,2017-06-26,96022,0,0
10357,Female,51,Sumqayit,2020-11-02,22384,0,0
10358,Female,59,Lankaran,2022-10-02,64312,1,0
10359,Male,18,Shaki,2019-10-15,130624,1,0
10360,Male,56,Ganja,2022-11-03,127294,0,0
10361,Female,49,Lankaran,2018-01-19,96323,0,0
10362,Male,43,Lankaran,2019-02-16,54134,0,0
10363,Male,34,Mingachevir,2024-06-18,121242,1,0
10364,Female,65,Mingachevir,2023-12-09,103182,1,0
10365,Male,44,Shaki,2018-06-30,142347,1,0
10366,Male,41,Ganja,2019-12-19,80120,1,0
10367,Female,52,Sumqayit,2019-08-06,80592,0,1
10368,Female,63,Shaki,2018-06-21,91723,0,0
10369,Male,59,Lankaran,2022-07-17,94031,0,0
10370,Male,56,Lankaran,2021-05-06,29885,1,0
10371,Female,43,Baku,2022-11-28,38700,0,1
10372,Female,66,Ganja,2023-06-18,35018,1,0
10373,Female,55,Baku,2017-11-29,149006,0,0
10374,Female,40,Mingachevir,2019-06-22,115964,1,1
10375,Male,39,Sumqayit,2022-01-07,114607,1,0
10376,Female,21,Shaki,2017-11-22,77061,0,0
10377,Female,66,Lankaran,2016-03-25,51322,0,0
10378,Male,26,Ganja,2024-11-19,70073,0,0
10379,Female,21,Lankaran,2022-06-25,92650,0,0
10380,Male,24,Mingachevir,2020-02-16,92110,0,1
10381,Female,40,Baku,2016-09-16,44996,0,0
10382,Female,19,Baku,2020-05-23,112290,1,1
10383,Female,66,Shaki,2017-06-03,123833,0,0
10384,Male,41,Ganja,2015-11-15,89345,1,0
10385,Male,57,Mingachevir,2023-10-01,66304,1,0
10386,Female,48,Ganja,2018-10-27,103086,1,0
10387,Male,64,Shaki,2018-10-06,49249,0,0
10388,Male,48,Mingachevir,2018-09-08,127035,0,1
10389,Male,64,Mingachevir,2016-05-02,140956,0,0
10390,Male,57,Baku,2016-03-26,123635,0,0
10391,Male,65,Baku,2015-12-19,106949,0,1
10392,Male,68,Baku,2018-02-13,146379,0,0
10393,Female,60,Lankaran,2023-03-22,136148,1,0
10394,Female,51,Sumqayit,2023-06-12,90223,1,1
10395,Male,41,Baku,2020-04-24,123661,1,0
10396,Female,66,Sumqayit,2021-06-25,41123,1,1
10397,Female,43,Sumqayit,2023-11-11,53095,1,0
10398,Female,33,Ganja,2020-11-02,112971,0,0
10399,Female,64,Shaki,2015-09-05,107158,0,0
10400,Male,30,Lankaran,2024-08-04,95821,1,0
10401,Female,32,Sumqayit,2016-07-21,128627,1,0
10402,Female,44,Lankaran,2016-11-14,80185,1,0
10403,Male,21,Ganja,2016-10-05,110463,0,0
10404,Male,33,Baku,2016-04-23,139820,0,1
10405,Female,47,Mingachevir,2022-07-23,73884,0,0
10406,Female,61,Sumqayit,2016-01-03,138596,0,1
10407,Female,47,Shaki,2020-01-19,25291,0,0
10408,Female,53,Mingachevir,2015-12-23,61193,0,0
10409,Female,20,Ganja,2021-09-21,133844,0,0
10410,Female,39,Lankaran,2018-09-30,23122,1,1
10411,Male,66,Baku,2021-02-04,24876,1,0
10412,Female,39,Lankaran,2024-07-28,104648,0,0
10413,Female,67,Shaki,2024-11-21,132010,1,0
10414,Male,67,Sumqayit,2019-01-06,94660,0,0
10415,Male,66,Shaki,2020-01-17,77147,1,1
10416,Male,29,Lankaran,2024-03-31,21823,0,0
10417,Male,38,Lankaran,2021-08-11,72652,0,1
10418,Female,21,Mingachevir,2017-11-25,122377,1,0
10419,Female,48,Shaki,2021-11-15,146225,0,1
10420,Female,61,Shaki,2019-07-03,78204,1,0
10421,Female,48,Shaki,2017-04-07,70382,0,0
10422,Female,40,Baku,2018-03-15,30387,1,0
10423,Female,37,Lankaran,2019-12-17,122699,0,0
10424,Male,32,Ganja,2020-04-08,124355,1,0
10425,Female,40,Baku,2021-01-02,119780,0,0
10426,Male,45,Baku,2021-08-24,71175,1,0
10427,Male,33,Baku,2015-06-17,38980,1,0
10428,Female,54,Mingachevir,2024-02-29,44224,1,0
10429,Male,38,Ganja,2015-03-28,27121,1,0
10430,Female,32,Shaki,2015-06-03,87966,0,0
10431,Male,34,Mingachevir,2021-12-19,93490,1,1
10432,Female,67,Lankaran,2015-11-11,148946,0,0
10433,Male,54,Sumqayit,2020-01-29,141631,0,0
10434,Female,30,Mingachevir,2016-12-23,31881,0,0
10435,Female,36,Sumqayit,2020-06-04,102453,0,0
10436,Female,47,Lankaran,2024-12-10,103176,0,0
10437,Female,62,Ganja,2020-01-28,70809,0,0
10438,Female,35,Sumqayit,2024-02-28,144032,0,0
10439,Male,31,Baku,2019-09-26,97621,0,0
10440,Male,53,Mingachevir,2022-09-12,136440,1,1
10441,Male,53,Sumqayit,2021-04-28,111795,1,0
10442,Female,37,Lankaran,2021-12-09,43097,0,1
10443,Male,69,Baku,2021-11-06,22978,1,1
10444,Female,36,Sumqayit,2021-10-26,24332,1,0
10445,Female,62,Lankaran,2024-02-16,105573,0,0
10446,Male,61,Ganja,2022-02-03,121317,1,0
10447,Male,24,Lankaran,2018-02-02,143580,1,0
10448,Female,61,Ganja,2020-07-16,35089,1,0
10449,Male,21,Baku,2015-12-16,147550,0,0
10450,Female,51,Lankaran,2017-04-03,76804,0,0
10451,Female,19,Shaki,2016-03-13,84752,1,0
10452,Female,22,Mingachevir,2020-06-27,43484,0,1
10453,Female,27,Shaki,2015-06-18,80408,0,1
10454,Female,49,Shaki,2024-05-07,99544,1,0
10455,Male,59,Shaki,2024-01-15,74018,1,0
10456,Male,58,Mingachevir,2015-01-23,38148,1,0
10457,Female,30,Shaki,2023-04-24,147198,1,1
10458,Female,56,Ganja,2022-06-16,135810,0,1
10459,Male,22,Lankaran,2015-10-08,23830,0,0
10460,Male,27,Baku,2024-10-30,141388,0,0
10461,Female,27,Shaki,2022-08-01,88494,0,0
10462,Male,55,Shaki,2021-04-19,145200,0,0
10463,Female,44,Baku,2016-02-08,45998,0,0
10464,Male,68,Baku,2020-12-20,87076,0,0
10465,Female,38,Shaki,2024-02-28,50677,0,1
10466,Male,25,Ganja,2022-04-19,49101,0,0
10467,Female,18,Baku,2015-08-20,127018,1,0
10468,Male,45,Lankaran,2022-02-05,129503,0,0
10469,Male,66,Lankaran,2015-03-20,140155,0,0
10470,Female,56,Ganja,2017-11-24,27053,0,0
10471,Male,31,Mingachevir,2021-12-17,25670,1,1
10472,Female,38,Sumqayit,2018-02-07,128994,1,0
10473,Male,47,Ganja,2018-09-06,132566,0,0
10474,Female,38,Shaki,2024-12-25,133651,0,0
10475,Male,66,Sumqayit,2021-07-03,30281,1,0
10476,Female,26,Shaki,2023-04-03,103658,0,0
10477,Male,34,Lankaran,2022-06-30,73341,1,0
10478,Female,22,Baku,2021-08-28,88069,0,0
10479,Male,48,Shaki,2018-10-19,30756,1,0
10480,Female,69,Lankaran,2024-01-17,85075,1,0
10481,Female,57,Ganja,2019-06-28,74421,0,1
10482,Female,55,Shaki,2018-12-08,80108,1,0
10483,Male,60,Lankaran,2024-03-19,85323,1,1
10484,Female,36,Baku,2016-06-30,110610,1,1
10485,Male,53,Shaki,2019-09-26,104338,0,0
10486,Female,67,Mingachevir,2023-11-20,123380,0,0
10487,Male,50,Lankaran,2021-09-05,112858,1,0
10488,Female,30,Shaki,2023-09-09,135172,1,0
10489,Male,31,Baku,2018-08-09,37048,0,0
10490,Male,50,Shaki,2018-01-13,72606,0,1
10491,Female,46,Shaki,2017-06-27,135315,0,0
10492,Male,60,Mingachevir,2018-05-09,29876,1,1
10493,Male,66,Lankaran,2016-11-15,78075,0,0
10494,Female,53,Sumqayit,2022-02-01,122591,0,1
10495,Male,61,Shaki,2021-06-02,132360,0,1
10496,Male,27,Sumqayit,2020-10-04,35171,0,1
10497,Male,48,Ganja,2024-09-13,62204,1,0
10498,Female,23,Shaki,2023-06-15,25166,1,1
10499,Male,18,Sumqayit,2019-08-03,95902,0,0
10500,Female,24,Ganja,2020-10-14,105794,1,0
10501,Male,44,Mingachevir,2017-08-15,63734,0,0
10502,Male,38,Lankaran,2019-08-10,145958,1,0
10503,Male,45,Shaki,2024-09-13,98519,0,0
