product_id,customer_id,product_type,balance
P200257,16899,Credit Card,13675
P200258,17252,Mortgage,106000
P200259,17004,Credit Card,139064
P200260,14170,Loan,76398
P200261,12184,Credit Card,32941
P200262,13582,Loan,122486
P200263,16717,Mortgage,164496
P200264,15120,Mortgage,55969
P200265,13139,Mortgage,22241
P200266,16210,Credit Card,8912
P200267,10822,Loan,166742
P200268,15173,Loan,98560
P200269,15429,Credit Card,46257
P200270,13332,Savings,89060
P200271,17891,Loan,56351
P200272,17064,Mortgage,6032
P200273,13782,Mortgage,148855
P200274,10757,Mortgage,92310
P200275,14991,Credit Card,112508
P200276,19437,Savings,29529
P200277,16457,Credit Card,173008
P200278,11744,Credit Card,109883
P200279,18715,Credit Card,30771
P200280,18461,Loan,178120
P200281,18750,Mortgage,51257
P200282,16375,Savings,112843
P200283,14482,Loan,56550
P200284,12279,Savings,172117
P200285,10468,Loan,64408
P200286,11870,Loan,186938
P200287,13821,Savings,99526
P200288,11402,Savings,159145
P200289,13189,Savings,65092
P200290,19155,Credit Card,28152
P200291,14684,Savings,30884
P200292,12945,Mortgage,142745
P200293,18091,Mortgage,22154
P200294,18571,Loan,160555
P200295,19982,Mortgage,69234
P200296,15187,Credit Card,183146
P200297,10236,Mortgage,96081
P200298,14216,Credit Card,81033
P200299,14731,Mortgage,115945
P200300,16201,Loan,12362
P200301,13270,Credit Card,82264
P200302,14850,Loan,52772
P200303,11979,Mortgage,133489
P200304,15628,Credit Card,92258
P200305,12276,Loan,12527
P200306,19201,Loan,8022
P200307,14958,Credit Card,39435
P200308,17031,Mortgage,44992
P200309,16008,Savings,170405
P200310,13303,Mortgage,24121
P200311,18833,Mortgage,134171
P200312,14015,Savings,48654
P200313,15550,Loan,108106
P200314,19691,Loan,174151
P200315,14013,Credit Card,164041
P200316,15262,Loan,19510
P200317,15083,Credit Card,103484
P200318,18318,Credit Card,63647
P200319,14675,Credit Card,90883
P200320,13606,Mortgage,92184
P200321,16751,Mortgage,9176
P200322,13791,Savings,175659
P200323,19262,Mortgage,86785
P200324,12469,Savings,83773
P200325,18127,Savings,152478
P200326,13200,Savings,125060
P200327,18083,Savings,170343
P200328,11335,Savings,104287
P200329,14557,Mortgage,168207
P200330,18120,Credit Card,84473
P200331,14968,Savings,119252
P200332,16461,Savings,104349
P200333,15276,Loan,49031
P200334,12858,Credit Card,99116
P200335,19552,Credit Card,105338
P200336,10099,Loan,130016
P200337,10045,Savings,139565
P200338,15955,Mortgage,89903
P200339,12963,Savings,82879
P200340,19966,Credit Card,187672
P200341,16873,Savings,119741
P200342,19883,Loan,50260
P200343,18508,Credit Card,21162
P200344,10589,Mortgage,21024
P200345,15678,Loan,158457
P200346,18891,Credit Card,187689
P200347,15934,Loan,5621
P200348,19427,Mortgage,120484
P200349,12217,Loan,75343
P200350,15977,Savings,10431
P200351,19793,Loan,127563
P200352,13518,Loan,132881
P200353,11119,Loan,159308
P200354,15594,Credit Card,190659
P200355,14652,Loan,73057
P200356,12647,Mortgage,5447
P200357,10527,Savings,178542
P200358,12412,Mortgage,158122
P200359,16797,Savings,82468
P200360,19155,Savings,92575
P200361,17695,Savings,8835
P200362,12173,Savings,53513
P200363,18500,Loan,81158
P200364,11344,Mortgage,84822
P200365,18625,Loan,37666
P200366,18574,Credit Card,51506
P200367,16276,Loan,53139
P200368,14032,Credit Card,133090
P200369,18257,Loan,62257
P200370,12085,Mortgage,70848
P200371,15378,Savings,128391
P200372,12646,Loan,75274
P200373,12852,Credit Card,186683
P200374,16074,Credit Card,145868
P200375,18663,Credit Card,31836
P200376,17669,Mortgage,16436
P200377,18803,Loan,60600
P200378,11599,Savings,199495
P200379,12879,Loan,108237
P200380,11764,Mortgage,134884
P200381,13819,Loan,185537
P200382,10833,Credit Card,78786
P200383,18452,Savings,79151
P200384,13173,Credit Card,49190
P200385,18184,Savings,41777
P200386,16947,Loan,91941
P200387,17644,Savings,38541
P200388,10608,Savings,22821
P200389,13614,Credit Card,180336
P200390,12233,Mortgage,162961
P200391,16504,Credit Card,115499
P200392,16018,Credit Card,35566
P200393,13633,Loan,175128
P200394,12534,Credit Card,193661
P200395,16785,Loan,41629
P200396,17138,Mortgage,176457
P200397,19598,Mortgage,95860
P200398,18548,Mortgage,167524
P200399,10930,Savings,98864
P200400,12018,Loan,134730
P200401,15139,Savings,169283
P200402,19549,Credit Card,124608
P200403,10132,Credit Card,195121
P200404,18264,Credit Card,78748
P200405,10519,Loan,90602
P200406,13777,Mortgage,16561
P200407,18877,Savings,139061
P200408,10601,Mortgage,73185
P200409,10844,Savings,43497
P200410,11911,Credit Card,110950
P200411,14341,Loan,165846
P200412,14699,Loan,124232
P200413,14492,Savings,171193
P200414,14684,Savings,149390
P200415,10867,Credit Card,99385
P200416,11090,Mortgage,146854
P200417,12605,Mortgage,121154
P200418,13339,Mortgage,83687
P200419,10768,Loan,7549
P200420,19558,Savings,106930
P200421,14773,Mortgage,179377
P200422,14288,Loan,20692
P200423,14194,Credit Card,169586
P200424,18117,Loan,29703
P200425,11318,Mortgage,195059
P200426,13024,Credit Card,40303
P200427,15205,Credit Card,59322
P200428,17380,Loan,42345
P200429,12046,Loan,122798
P200430,12719,Credit Card,96820
P200431,19210,Credit Card,143925
P200432,12682,Credit Card,109343
P200433,17306,Savings,169505
P200434,18659,Savings,192438
P200435,17616,Loan,120615
P200436,11421,Savings,168670
P200437,12120,Loan,80232
P200438,19004,Loan,103591
P200439,15418,Credit Card,33022
P200440,18224,Mortgage,29705
P200441,17361,Credit Card,65450
P200442,15891,Mortgage,154993
P200443,10561,Loan,23855
P200444,11180,Savings,171372
P200445,15209,Mortgage,95407
P200446,15273,Mortgage,196590
P200447,17841,Savings,191295
P200448,15074,Mortgage,105365
P200449,15356,Mortgage,121058
P200450,12346,Savings,101497
P200451,17942,Mortgage,131164
P200452,11916,Mortgage,125021
P200453,13563,Savings,147097
P200454,13456,Mortgage,73334
P200455,16303,Mortgage,152399
P200456,11445,Savings,39616
P200457,15528,Savings,196636
P200458,18537,Savings,143224
P200459,15349,Savings,48454
P200460,18096,Mortgage,80819
P200461,13660,Credit Card,160134
P200462,15619,Credit Card,128210
P200463,15751,Loan,166530
P200464,16699,Loan,126084
P200465,18293,Savings,84664
P200466,11397,Credit Card,43847
P200467,19641,Credit Card,145103
P200468,16315,Mortgage,92198
P200469,19502,Savings,130884
P200470,16225,Mortgage,190772
P200471,12180,Credit Card,40634
P200472,18818,Savings,168380
P200473,13593,Loan,14682
P200474,15798,Mortgage,86350
P200475,14594,Mortgage,6995
P200476,10349,Credit Card,182287
P200477,16730,Loan,45924
P200478,14303,Savings,186668
P200479,16580,Savings,167284
P200480,19633,Savings,172880
P200481,11449,Credit Card,35293
P200482,10410,Savings,164738
P200483,18285,Savings,63729
P200484,18634,Mortgage,26183
P200485,14351,Savings,53978
P200486,19391,Savings,61561
P200487,15094,Loan,108903
P200488,17871,Mortgage,163165
P200489,11415,Mortgage,107925
P200490,18613,Savings,139226
P200491,12984,Credit Card,126054
P200492,18262,Credit Card,91871
P200493,11091,Savings,50067
P200494,15842,Credit Card,140607
P200495,12295,Loan,181613
P200496,14247,Loan,28013
P200497,11161,Credit Card,55620
P200498,14397,Savings,21247
P200499,16055,Loan,127748
P200500,11526,Savings,186202
P200501,14427,Mortgage,12749
P200502,18101,Credit Card,1461
P200503,10178,Savings,32953
P200504,16412,Mortgage,108760
P200505,17445,Savings,89541
P200506,14023,Mortgage,51423
P200507,12402,Savings,172504
P200508,18009,Mortgage,43739
P200509,17911,Mortgage,43104
P200510,15786,Savings,130200
P200511,15146,Credit Card,61902
P200512,17725,Credit Card,122040
P200513,13601,Loan,102601
P200514,19119,Mortgage,182601
P200515,13069,Savings,146560
P200516,10333,Savings,106160
P200517,12609,Mortgage,34956
P200518,12004,Loan,148990
P200519,11766,Credit Card,44796
P200520,19325,Loan,81531
P200521,13298,Mortgage,7108
P200522,16801,Loan,39053
P200523,17763,Credit Card,51492
P200524,12164,Savings,3221
P200525,10695,Loan,17775
P200526,18904,Savings,22400
P200527,17908,Savings,194195
P200528,12721,Credit Card,154019
P200529,14414,Loan,57739
P200530,10405,Credit Card,153513
P200531,18325,Credit Card,127853
P200532,18372,Loan,65300
P200533,15879,Loan,116206
P200534,17442,Mortgage,53147
P200535,14134,Mortgage,138167
P200536,15206,Savings,146627
P200537,15289,Loan,11459
P200538,14133,Credit Card,198009
P200539,16804,Mortgage,176218
P200540,14451,Credit Card,199544
P200541,16892,Credit Card,114759
P200542,15947,Loan,84278
P200543,17714,Credit Card,26477
P200544,10798,Mortgage,163601
P200545,10815,Credit Card,23379
P200546,11805,Mortgage,21418
P200547,15628,Savings,54349
P200548,17456,Savings,41850
P200549,14373,Savings,161062
P200550,14514,Mortgage,94787
P200551,12995,Credit Card,94619
P200552,11175,Credit Card,66330
P200553,16315,Loan,95654
P200554,12391,Credit Card,137908
P200555,16110,Loan,50853
P200556,11111,Mortgage,145354
P200557,19134,Loan,15273
P200558,18958,Loan,34306
P200559,16588,Credit Card,68363
P200560,18117,Loan,146790
P200561,16307,Credit Card,123901
P200562,10690,Savings,190874
P200563,19577,Savings,144828
P200564,15377,Savings,38620
P200565,14332,Savings,134860
P200566,14445,Credit Card,84094
P200567,17516,Mortgage,95669
P200568,15044,Loan,33337
P200569,10024,Loan,156808
P200570,10862,Loan,148650
P200571,11380,Loan,91612
P200572,15093,Mortgage,103127
P200573,11271,Mortgage,99903
P200574,11592,Credit Card,138888
P200575,17256,Mortgage,42188
P200576,17153,Savings,64156
P200577,14617,Credit Card,199889
P200578,16621,Loan,44192
P200579,11765,Savings,84441
P200580,13962,Credit Card,121424
P200581,13491,Loan,107754
P200582,17095,Savings,172071
P200583,18482,Savings,166740
P200584,15179,Credit Card,66997
P200585,12009,Loan,45781
P200586,12175,Mortgage,81285
P200587,10386,Credit Card,13931
P200588,15411,Loan,37925
P200589,15814,Mortgage,121281
P200590,11365,Loan,132902
P200591,19242,Mortgage,178070
P200592,15525,Mortgage,92386
P200593,17274,Savings,84343
P200594,11739,Mortgage,75353
P200595,11665,Credit Card,157354
P200596,17189,Loan,72351
P200597,10218,Credit Card,106804
P200598,17880,Savings,47097
P200599,18890,Loan,126291
P200600,11449,Mortgage,183171
P200601,16923,Credit Card,7635
P200602,17178,Savings,62761
P200603,16357,Credit Card,92285
P200604,19532,Credit Card,68983
P200605,19106,Savings,92242
P200606,18105,Credit Card,100022
P200607,14548,Loan,31032
P200608,14079,Mortgage,110628
P200609,13885,Credit Card,189736
P200610,19119,Credit Card,32747
P200611,15585,Savings,51313
P200612,16149,Mortgage,13648
P200613,10880,Savings,117698
P200614,11358,Credit Card,41844
P200615,13209,Mortgage,159696
P200616,14952,Mortgage,59125
P200617,11300,Savings,1729
P200618,13142,Loan,35235
P200619,16588,Savings,78726
P200620,11203,Savings,150315
P200621,16923,Credit Card,34559
P200622,14124,Loan,72685
P200623,11005,Mortgage,16834
P200624,19909,Mortgage,165480
P200625,18485,Loan,67466
P200626,19897,Mortgage,132212
P200627,11494,Credit Card,149260
P200628,10785,Mortgage,89197
P200629,15438,Savings,8567
P200630,10237,Savings,69521
P200631,13814,Loan,139657
P200632,12994,Savings,14231
P200633,17530,Mortgage,160058
P200634,14922,Savings,180976
P200635,16362,Credit Card,12774
P200636,17908,Mortgage,178402
P200637,11365,Savings,42388
P200638,16578,Savings,191714
P200639,19229,Savings,47482
P200640,15948,Credit Card,150884
P200641,10646,Mortgage,191048
P200642,17219,Loan,8563
P200643,16192,Mortgage,15305
P200644,16843,Savings,134209
P200645,13983,Mortgage,173158
P200646,15975,Loan,6360
P200647,16300,Credit Card,67986
P200648,15880,Savings,9680
P200649,12549,Loan,543
P200650,19480,Savings,86884
P200651,19052,Mortgage,183684
P200652,14069,Savings,7180
P200653,11971,Loan,24337
P200654,10937,Mortgage,54964
P200655,11990,Loan,14931
P200656,11069,Credit Card,175209
P200657,10434,Credit Card,133791
P200658,16293,Credit Card,187264
P200659,13336,Loan,86418
P200660,17041,Mortgage,157423
P200661,16656,Savings,126931
P200662,19673,Loan,122556
P200663,13679,Credit Card,9762
P200664,13313,Savings,185284
P200665,18946,Mortgage,154061
P200666,10840,Loan,166765
P200667,12293,Credit Card,162788
P200668,11303,Mortgage,117195
P200669,12884,Credit Card,27266
P200670,16596,Loan,15679
P200671,17602,Loan,59619
P200672,13746,Loan,53379
P200673,12043,Mortgage,165111
P200674,14116,Credit Card,178520
P200675,17542,Savings,134793
P200676,17519,Savings,96993
P200677,16404,Loan,153262
P200678,15721,Credit Card,7096
P200679,11900,Loan,192811
P200680,18215,Credit Card,11356
P200681,14239,Mortgage,188819
P200682,15240,Mortgage,90468
P200683,10193,Savings,156925
P200684,14877,Savings,12560
P200685,11502,Savings,21732
P200686,10806,Savings,143581
P200687,16408,Credit Card,15574
P200688,13491,Credit Card,183899
P200689,18323,Loan,128442
P200690,11801,Savings,46079
P200691,10751,Loan,98305
P200692,17425,Credit Card,74018
P200693,17187,Mortgage,35240
P200694,19510,Savings,190119
P200695,18821,Loan,148676
P200696,12188,Mortgage,98689
P200697,13942,Loan,84185
P200698,12483,Mortgage,30566
P200699,12785,Savings,39953
P200700,10157,Mortgage,96787
P200701,13485,Credit Card,164452
P200702,11599,Savings,43722
P200703,12665,Credit Card,167926
P200704,19902,Loan,67613
P200705,18049,Credit Card,105453
P200706,12316,Savings,104254
P200707,15592,Mortgage,153432
P200708,18503,Mortgage,76055
P200709,15224,Mortgage,102263
P200710,14456,Credit Card,106737
P200711,14619,Loan,124794
P200712,13833,Mortgage,80149
P200713,13839,Savings,153901
P200714,15442,Credit Card,132333
P200715,13919,Loan,154328
P200716,16864,Credit Card,87909
P200717,14252,Mortgage,29819
P200718,15718,Credit Card,92555
P200719,11963,Credit Card,169123
P200720,14420,Loan,99946
P200721,12728,Mortgage,144745
P200722,13581,Loan,163330
P200723,19912,Loan,149013
P200724,10933,Savings,89028
P200725,11758,Loan,195332
P200726,13042,Credit Card,53783
P200727,12322,Savings,21518
P200728,13009,Credit Card,125495
P200729,12789,Savings,7920
P200730,15351,Savings,57318
P200731,10685,Mortgage,143158
P200732,11715,Loan,98676
P200733,14359,Mortgage,19640
P200734,16902,Savings,57290
P200735,15564,Credit Card,152153
P200736,12993,Credit Card,123763
P200737,12316,Loan,12881
P200738,11393,Loan,124703
P200739,17589,Savings,125270
P200740,13395,Loan,164140
P200741,10139,Mortgage,127906
P200742,15071,Mortgage,185304
P200743,10544,Loan,71019
P200744,12779,Mortgage,177087
P200745,10461,Mortgage,6745
P200746,13834,Savings,167077
P200747,14131,Mortgage,173189
P200748,15678,Savings,191121
P200749,19147,Loan,90354
P200750,10371,Loan,154782
P200751,17291,Savings,95902
P200752,14325,Credit Card,171042
P200753,14323,Savings,145067
P200754,15574,Savings,152687
P200755,11019,Mortgage,2191
P200756,19755,Credit Card,84227
P200757,13068,Mortgage,31763
P200758,12034,Savings,178319
P200759,16657,Loan,130473
P200760,17797,Loan,151208
P200761,19830,Credit Card,167342
P200762,12710,Mortgage,76478
P200763,19898,Loan,147867
P200764,10061,Savings,172379
P200765,11126,Savings,144180
P200766,17983,Mortgage,51443
P200767,12176,Loan,158207
P200768,11314,Savings,129696
P200769,16252,Credit Card,110463
P200770,18920,Credit Card,193826
P200771,17607,Savings,123710
P200772,13143,Mortgage,147257
P200773,13137,Loan,21169
P200774,14427,Mortgage,182539
P200775,10251,Mortgage,5984
P200776,13010,Mortgage,149233
P200777,17861,Loan,124317
P200778,13556,Mortgage,148120
P200779,16331,Loan,60796
P200780,19122,Savings,137888
P200781,12144,Loan,111094
P200782,15079,Loan,40751
P200783,12577,Savings,88954
P200784,18562,Loan,14751
P200785,16781,Credit Card,89564
P200786,18757,Loan,81079
P200787,10624,Loan,36499
P200788,11753,Credit Card,182670
P200789,14164,Loan,97647
P200790,13835,Credit Card,111163
P200791,12406,Loan,186805
P200792,16354,Credit Card,163405
P200793,11204,Mortgage,24006
P200794,14596,Loan,79667
P200795,17055,Savings,101196
P200796,18048,Credit Card,6248
P200797,10045,Credit Card,40829
P200798,19559,Loan,162738
P200799,11607,Loan,172259
P200800,18787,Mortgage,2694
P200801,17808,Credit Card,125611
P200802,18899,Credit Card,172329
P200803,14549,Mortgage,100318
P200804,11003,Mortgage,172298
P200805,16507,Mortgage,183323
P200806,13175,Mortgage,27958
P200807,13433,Credit Card,191685
P200808,14556,Savings,19044
P200809,10564,Savings,60977
P200810,10235,Mortgage,181260
P200811,15204,Mortgage,66723
P200812,10557,Loan,87234
P200813,15668,Mortgage,24516
P200814,19588,Savings,131691
P200815,12287,Credit Card,145538
P200816,17227,Mortgage,38369
P200817,14086,Savings,21662
P200818,18424,Loan,158718
P200819,17255,Credit Card,48522
P200820,14023,Savings,29076
P200821,18512,Loan,51540
P200822,11006,Savings,35191
P200823,15648,Credit Card,6856
P200824,13636,Credit Card,47772
P200825,12468,Savings,158833
P200826,17432,Mortgage,181130
P200827,18080,Loan,183156
P200828,10369,Mortgage,113039
P200829,15342,Loan,167594
P200830,18767,Loan,134494
P200831,12319,Savings,121957
P200832,15526,Credit Card,173487
P200833,16730,Mortgage,119781
P200834,13768,Loan,96316
P200835,17490,Mortgage,28040
P200836,15406,Credit Card,32133
P200837,12917,Savings,35443
P200838,15604,Loan,86182
P200839,12494,Savings,97601
P200840,12610,Loan,31820
P200841,10110,Credit Card,166653
P200842,11020,Savings,164832
P200843,19757,Mortgage,4905
P200844,11757,Mortgage,181023
P200845,19814,Savings,110031
P200846,17684,Savings,62513
P200847,16265,Savings,60411
P200848,12878,Loan,139704
P200849,18179,Mortgage,166754
P200850,12687,Mortgage,31196
P200851,16285,Mortgage,160465
P200852,10297,Mortgage,67154
P200853,12000,Credit Card,179972
P200854,14437,Mortgage,191530
P200855,14248,Savings,16929
P200856,16719,Mortgage,67890
P200857,16214,Savings,81857
P200858,10993,Savings,123900
P200859,18707,Savings,73811
P200860,13588,Credit Card,71184
P200861,17870,Loan,8648
P200862,17971,Credit Card,62215
P200863,12033,Mortgage,32059
P200864,15394,Loan,19215
P200865,16818,Credit Card,65297
P200866,10400,Savings,71807
P200867,19963,Credit Card,77495
P200868,10796,Credit Card,185246
P200869,13884,Savings,192988
P200870,12642,Credit Card,131183
P200871,11808,Loan,35030
P200872,15194,Mortgage,139768
P200873,12569,Savings,43581
P200874,18089,Mortgage,147947
P200875,19688,Savings,40008
P200876,17380,Loan,18501
P200877,16500,Loan,91763
P200878,13369,Savings,195113
P200879,13173,Credit Card,37281
P200880,11071,Credit Card,91994
P200881,16363,Savings,69805
P200882,13295,Loan,104645
P200883,17832,Mortgage,189472
P200884,12853,Loan,110831
P200885,11332,Loan,77618
P200886,17489,Loan,78970
P200887,11319,Loan,184807
P200888,16502,Savings,104624
P200889,10599,Loan,184840
P200890,15255,Savings,184622
P200891,16166,Loan,130755
P200892,14785,Mortgage,99481
P200893,13791,Mortgage,9717
P200894,15178,Loan,165705
P200895,17312,Mortgage,153957
P200896,10805,Loan,131247
P200897,19828,Credit Card,199119
P200898,18839,Savings,45700
P200899,19526,Loan,20204
P200900,17945,Mortgage,199116
P200901,10483,Loan,57079
P200902,11532,Savings,56399
P200903,18503,Credit Card,10901
P200904,13614,Savings,98621
P200905,15633,Mortgage,143848
P200906,18990,Loan,62652
P200907,16965,Credit Card,58303
P200908,18681,Savings,138741
P200909,14686,Loan,87333
P200910,12908,Credit Card,160563
P200911,17366,Savings,45679
P200912,15126,Mortgage,46401
P200913,18683,Mortgage,153649
P200914,16616,Loan,133996
P200915,18296,Savings,102906
P200916,14874,Mortgage,13855
P200917,19789,Loan,91196
P200918,18325,Mortgage,174371
P200919,10717,Credit Card,133109
P200920,18995,Mortgage,171442
P200921,18601,Mortgage,98866
P200922,18375,Credit Card,186492
P200923,17225,Loan,41520
P200924,13470,Credit Card,30323
P200925,12799,Mortgage,6443
P200926,10330,Mortgage,198720
P200927,13394,Credit Card,175376
P200928,12070,Mortgage,153752
P200929,16566,Loan,99214
P200930,17930,Loan,127748
P200931,14725,Mortgage,49341
P200932,18612,Mortgage,9433
